task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-2158,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — ML-пайплайна,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: recommendation engine.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,high,2,13,29,4,False,synthetic,2024-08-25T00:00:00,2024-09-10T00:00:00
TASK-2159,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить integration test PlaneClient — системы отчётов,"Проверить чтение проектов и задач, если задан PLANE_API_KEY. Контекст задачи: audit logs.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",2,medium,2,49,12,7,False,synthetic,2025-03-11T00:00:00,2025-03-14T00:00:00
TASK-2160,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — модуля безопасности,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: dashboard.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,urgent,5,56,39,3,False,synthetic,2024-07-07T00:00:00,2024-07-10T00:00:00
TASK-2161,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — модуля безопасности,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: audit logs.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,low,1,56,27,8,True,synthetic,2025-09-06T00:00:00,2025-09-25T00:00:00
TASK-2162,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — экспорта данных,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: billing.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,none,2,6,36,0,False,synthetic,2023-11-05T00:00:00,2023-11-20T00:00:00
TASK-2163,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — интеграции с Plane,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: ML pipeline.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,medium,2,35,11,3,True,synthetic,2023-02-24T00:00:00,2023-02-26T00:00:00
TASK-2164,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — системы уведомлений,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: dashboard.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,high,5,49,41,4,True,synthetic,2025-09-06T00:00:00,2025-09-23T00:00:00
TASK-2165,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — аналитического dashboard,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: auth.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,high,5,36,44,6,False,synthetic,2023-04-27T00:00:00,2023-05-03T00:00:00
TASK-2166,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить CI-проверку линтера и тестов — ML-пайплайна,Добавить команды проверки кода и тестов для автоматического контроля качества. Контекст задачи: team workload.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,urgent,5,10,38,8,False,synthetic,2026-04-06T00:00:00,2026-04-19T00:00:00
TASK-2167,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — интеграции с Plane,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: reporting.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,high,5,5,34,2,False,synthetic,2024-04-03T00:00:00,2024-04-17T00:00:00
TASK-2168,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Починить ошибку при смене assignee — ML-пайплайна,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: permissions.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",2,low,3,36,29,2,False,synthetic,2023-04-06T00:00:00,2023-04-06T00:00:00
TASK-2169,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — интеграции с Plane,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: analytics.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,5,51,39,8,True,synthetic,2025-04-14T00:00:00,2025-05-05T00:00:00
TASK-2170,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — экспорта данных,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: notifications.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,37,1,5,True,synthetic,2023-02-10T00:00:00,2023-02-14T00:00:00
TASK-2171,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Проверить отсутствие секретов в логах — ML-пайплайна,"Убедиться, что API tokens и .env значения не печатаются в stdout и reports. Контекст задачи: dashboard.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,5,44,38,3,True,synthetic,2023-02-01T00:00:00,2023-02-02T00:00:00
TASK-2172,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — аналитического dashboard,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: analytics.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",1,medium,1,42,29,8,False,synthetic,2026-05-20T00:00:00,2026-05-25T00:00:00
TASK-2173,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Исправить падение API при пустом описании задачи — экспорта данных,Добавить корректную обработку задач без description и покрыть сценарий тестом. Контекст задачи: fairness analysis.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,high,2,29,22,0,False,synthetic,2025-04-05T00:00:00,2025-04-24T00:00:00
TASK-2174,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — системы отчётов,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: recommendation engine.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,high,5,43,42,4,False,synthetic,2024-07-10T00:00:00,2024-07-22T00:00:00
TASK-2175,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить некорректный расчёт дедлайна — интеграции с Plane,Исправить расчёт deadline_days для задач без target date и задач с просроченным сроком. Контекст задачи: permissions.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",2,high,4,40,1,0,False,synthetic,2024-11-19T00:00:00,2024-11-30T00:00:00
TASK-2176,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить endpoint для статистики команды — модуля безопасности,"Реализовать backend endpoint, который возвращает агрегированную статистику по задачам и загрузке команды. Контекст задачи: team workload.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,high,5,55,25,3,False,synthetic,2024-09-16T00:00:00,2024-10-01T00:00:00
TASK-2177,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты генерации сотрудников — системы отчётов,"Проверить уникальность employee_id, диапазоны workload и корректные уровни skills. Контекст задачи: permissions.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,medium,4,44,14,5,True,synthetic,2024-12-16T00:00:00,2024-12-20T00:00:00
TASK-2178,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — модуля командной загрузки,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: dashboard.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,medium,2,17,21,3,False,synthetic,2025-03-07T00:00:00,2025-03-23T00:00:00
TASK-2179,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — модуля командной загрузки,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: team workload.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,medium,3,16,32,4,False,synthetic,2023-02-24T00:00:00,2023-03-03T00:00:00
TASK-2180,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подготовить demo сценарии проекта — системы уведомлений,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: dashboard.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,58,32,2,True,synthetic,2025-04-03T00:00:00,2025-04-15T00:00:00
TASK-2181,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — системы уведомлений,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: Plane integration.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,high,5,17,44,4,False,synthetic,2026-03-31T00:00:00,2026-04-06T00:00:00
TASK-2182,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Реализовать baseline для сравнения с нейросетью — системы отчётов,"Собрать rule-based ranking, чтобы сравнивать ML-модель с понятной эвристикой. Контекст задачи: audit logs.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,medium,5,4,31,4,True,synthetic,2025-12-14T00:00:00,2025-12-18T00:00:00
TASK-2183,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить тесты генерации сотрудников — модуля командной загрузки,"Проверить уникальность employee_id, диапазоны workload и корректные уровни skills. Контекст задачи: audit logs.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,medium,4,45,35,5,False,synthetic,2025-02-28T00:00:00,2025-03-18T00:00:00
TASK-2184,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить healthcheck для COMPASS API — модуля командной загрузки,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: billing.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",3,high,4,39,38,2,False,synthetic,2024-06-03T00:00:00,2024-06-09T00:00:00
TASK-2185,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — ML-пайплайна,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: Plane integration.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,high,5,28,11,2,False,synthetic,2024-05-09T00:00:00,2024-05-29T00:00:00
TASK-2186,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Рефакторинг расчёта recommendation score — модуля безопасности,"Выделить отдельные функции для skill, workload, growth и risk score. Контекст задачи: team workload.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,low,4,17,24,2,False,synthetic,2024-11-08T00:00:00,2024-11-17T00:00:00
TASK-2187,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить страницу командной загрузки — модуля авторизации,"Сделать UI-страницу с таблицей сотрудников, текущей загрузкой и индикаторами риска. Контекст задачи: dashboard.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,high,5,29,30,0,False,synthetic,2026-05-25T00:00:00,2026-05-30T00:00:00
TASK-2188,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Собрать отчёт по fairness рекомендаций — системы отчётов,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: audit logs.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",4,high,5,56,18,8,False,synthetic,2024-03-07T00:00:00,2024-03-20T00:00:00
TASK-2189,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить Docker Compose для dev-окружения — модуля безопасности,Подготовить локальный запуск сервисов COMPASS AI рядом с self-hosted Plane. Контекст задачи: Plane integration.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",5,high,5,3,40,5,False,synthetic,2023-01-17T00:00:00,2023-02-04T00:00:00
TASK-2190,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить фильтрацию задач по статусу — аналитического dashboard,"Расширить API задач фильтрами по статусу, приоритету и исполнителю. Контекст задачи: audit logs.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",3,high,4,4,45,7,False,synthetic,2025-11-27T00:00:00,2025-12-11T00:00:00
TASK-2191,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Рефакторинг расчёта recommendation score — ML-пайплайна,"Выделить отдельные функции для skill, workload, growth и risk score. Контекст задачи: reporting.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,high,3,35,22,4,False,synthetic,2024-03-21T00:00:00,2024-04-04T00:00:00
TASK-2192,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — системы отчётов,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: analytics.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,medium,1,52,28,0,True,synthetic,2023-05-14T00:00:00,2023-06-03T00:00:00
TASK-2193,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — пайплайна рекомендаций,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: billing.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",4,high,5,41,14,4,False,synthetic,2025-08-11T00:00:00,2025-08-31T00:00:00
TASK-2194,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Исправить падение API при пустом описании задачи — экспорта данных,Добавить корректную обработку задач без description и покрыть сценарий тестом. Контекст задачи: team workload.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,medium,1,25,21,5,True,synthetic,2023-11-24T00:00:00,2023-12-02T00:00:00
TASK-2195,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — модуля безопасности,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: dashboard.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,medium,4,10,47,7,False,synthetic,2025-09-06T00:00:00,2025-09-25T00:00:00
TASK-2196,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить CI-проверку линтера и тестов — пайплайна рекомендаций,Добавить команды проверки кода и тестов для автоматического контроля качества. Контекст задачи: audit logs.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",3,medium,2,58,37,6,False,synthetic,2023-01-31T00:00:00,2023-02-06T00:00:00
TASK-2197,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — экспорта данных,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: model metrics.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,medium,4,38,7,0,False,synthetic,2026-05-31T00:00:00,2026-06-06T00:00:00
TASK-2198,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить integration test PlaneClient — системы отчётов,"Проверить чтение проектов и задач, если задан PLANE_API_KEY. Контекст задачи: model metrics.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",2,low,3,10,8,1,True,synthetic,2025-04-01T00:00:00,2025-04-14T00:00:00
TASK-2199,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — аналитического dashboard,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: model metrics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,7,2,6,True,synthetic,2024-01-30T00:00:00,2024-02-09T00:00:00
TASK-2200,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — модуля авторизации,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: data export.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,high,5,50,47,4,False,synthetic,2025-06-11T00:00:00,2025-06-14T00:00:00
TASK-2201,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить график распределения workload — модуля безопасности,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: fairness analysis.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,medium,1,23,40,5,False,synthetic,2026-04-15T00:00:00,2026-04-26T00:00:00
TASK-2202,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — модуля авторизации,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: analytics.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,medium,1,8,23,8,False,synthetic,2025-03-19T00:00:00,2025-03-25T00:00:00
TASK-2203,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах — ML-пайплайна,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: recommendation engine.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,4,43,40,7,False,synthetic,2025-08-03T00:00:00,2025-08-08T00:00:00
TASK-2204,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — системы отчётов,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: dashboard.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,medium,5,55,40,5,False,synthetic,2023-08-29T00:00:00,2023-09-04T00:00:00
TASK-2205,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подключить чтение work items из Plane — системы уведомлений,Получить список задач проекта через Plane API и привести ответ к внутреннему формату COMPASS AI. Контекст задачи: auth.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,high,5,24,34,5,False,synthetic,2024-04-12T00:00:00,2024-04-29T00:00:00
TASK-2206,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — пайплайна рекомендаций,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: recommendation engine.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,low,1,5,2,1,True,synthetic,2023-01-12T00:00:00,2023-01-12T00:00:00
TASK-2207,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить некорректный расчёт дедлайна — аналитического dashboard,Исправить расчёт deadline_days для задач без target date и задач с просроченным сроком. Контекст задачи: billing.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",3,medium,3,6,30,1,False,synthetic,2025-08-17T00:00:00,2025-08-24T00:00:00
TASK-2208,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить запись комментария COMPASS AI в Plane — аналитического dashboard,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: ML pipeline.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,high,2,21,20,8,False,synthetic,2025-03-22T00:00:00,2025-04-07T00:00:00
TASK-2209,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — модуля безопасности,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: permissions.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",3,medium,3,21,30,5,False,synthetic,2024-06-05T00:00:00,2024-06-24T00:00:00
TASK-2210,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать структуру synthetic data — пайплайна рекомендаций,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: reporting.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,medium,1,23,7,3,True,synthetic,2023-11-25T00:00:00,2023-12-07T00:00:00
TASK-2211,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — ML-пайплайна,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: analytics.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,low,2,47,21,4,False,synthetic,2026-06-10T00:00:00,2026-06-17T00:00:00
TASK-2212,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — модуля командной загрузки,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: billing.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,medium,4,26,20,3,False,synthetic,2026-06-11T00:00:00,2026-06-18T00:00:00
TASK-2213,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — экспорта данных,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: permissions.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,medium,5,19,30,7,False,synthetic,2024-04-29T00:00:00,2024-05-17T00:00:00
TASK-2214,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — пайплайна рекомендаций,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: analytics.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",2,medium,2,41,25,7,True,synthetic,2025-03-24T00:00:00,2025-04-06T00:00:00
TASK-2215,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — модуля безопасности,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: auth.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,5,16,37,1,False,synthetic,2025-07-28T00:00:00,2025-08-01T00:00:00
TASK-2216,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — интеграции с Plane,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: reporting.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",4,medium,4,44,31,7,False,synthetic,2024-10-28T00:00:00,2024-11-02T00:00:00
TASK-2217,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить страницу командной загрузки — интеграции с Plane,"Сделать UI-страницу с таблицей сотрудников, текущей загрузкой и индикаторами риска. Контекст задачи: team workload.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,low,4,23,34,3,False,synthetic,2025-01-03T00:00:00,2025-01-03T00:00:00
TASK-2218,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — пайплайна рекомендаций,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: audit logs.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,none,5,54,21,1,False,synthetic,2024-07-24T00:00:00,2024-07-28T00:00:00
TASK-2219,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать отчёт по fairness рекомендаций — ML-пайплайна,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: team workload.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",4,medium,3,12,35,7,False,synthetic,2026-02-28T00:00:00,2026-03-07T00:00:00
TASK-2220,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Подключить чтение work items из Plane — экспорта данных,Получить список задач проекта через Plane API и привести ответ к внутреннему формату COMPASS AI. Контекст задачи: team workload.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,high,3,11,50,0,True,synthetic,2026-04-19T00:00:00,2026-05-09T00:00:00
